RecordNumber,CustomerId,LastName,RiskScore,Location,Gender,Age,LoyaltyYears,AccountBalance,ProductCount ,HasCreditCard,ActiveStatus,IncomeEstimate,HasComplaint,ComplaintSatisfaction,CardType,CreditCardPoints,Retention
5318,5792572,SOBECK,776,UK,0,42,15,90119.7,1,1,0,241005,0,3,Debit Card,1260,1
5319,5708650,HANIBLE,802,USA,1,37,12,78367.5,1,1,0,238438,0,3,Elite Card,1138,1
5320,5721206,PETTIES,734,Israel,1,20,13,104936,2,1,0,139609,0,3,Titanium Card,1538,1
5321,5593522,SWENO,563,USA,1,38,7,51940.2,1,1,0,100857,0,3,Debit Card,1756,1
5322,5640484,ALANO,801,UK,1,20,12,73961.9,1,0,0,258864,0,3,Debit Card,1520,1
5323,5700546,TRIPLITT,728,UK,0,49,7,0,2,1,1,183870,0,5,Elite Card,631,1
5324,5571237,THUNBERG,621,UK,1,32,12,119536.7,1,1,1,223565,0,5,Gold Card,688,1
5325,5596299,WAYDA,665,Israel,1,28,15,100395.7,2,1,1,157827,0,1,Titanium Card,1686,1
5326,5599811,CITRANO,612,UK,0,41,12,82543.9,1,1,1,117695,1,6,Titanium Card,1264,0
5327,5651042,ZAID,781,USA,0,55,5,0,2,1,1,241274,1,2,Titanium Card,937,0
5328,5642767,RENGEL,898,Israel,1,26,6,46256.8,2,1,0,131751,0,5,Debit Card,1299,1
5329,5681667,GOMAS,647,Israel,1,23,13,92021.4,1,1,0,249476,0,2,Gold Card,1627,1
5330,5592418,HILSTAD,693,UK,0,33,2,0,2,1,1,205963,0,1,Elite Card,1304,1
5331,5626760,APITZ,580,UK,1,38,11,0,1,1,1,250476,0,2,Elite Card,558,1
5332,5702298,RODRIQUE,631,Israel,1,37,6,95667.2,1,1,0,250494,1,3,Titanium Card,669,0
5333,5783088,KILBARGER,705,USA,1,29,4,79780.1,1,1,0,282033,0,3,Titanium Card,1642,1
5334,5785842,GUSS,739,USA,0,30,4,66071.2,1,0,0,291700,0,2,Gold Card,529,1
5335,5815218,FRY,885,Israel,0,18,9,80090.4,2,1,1,188174,0,4,Elite Card,1124,1
5336,5598558,HOULDSWORTH,736,UK,0,35,4,0,1,1,0,206178,0,2,Titanium Card,1720,1
5337,5702062,STEFANOWICZ,481,UK,0,54,10,80603.4,1,0,1,185213,1,5,Titanium Card,1342,0
5338,5724691,PEELMAN,773,USA,1,47,3,0,3,0,0,58412,1,3,Debit Card,1246,0
5339,5785531,TORTORIELLO,711,Israel,1,38,6,68185,1,0,0,266778,1,3,Debit Card,608,0
5340,5734471,ZERBA,588,Israel,0,64,15,83528.4,1,1,1,47299,1,2,Titanium Card,1306,0
5341,5613675,NAKASHIAN,728,USA,1,38,2,0,1,1,0,204565,0,2,Titanium Card,1477,1
5342,5655877,CARISTI,727,UK,0,57,5,67752.9,1,0,0,195811,0,6,Debit Card,1149,1
5343,5591322,HACH,778,Israel,1,41,12,114624.8,1,1,1,98455,0,4,Debit Card,1455,1
5344,5580014,MILD,823,UK,1,51,12,0,2,1,0,289958,0,5,Elite Card,511,1
5345,5567993,AMURAO,804,UK,1,20,15,0,2,1,0,70961,0,5,Titanium Card,1357,1
5346,5639587,RANKINS,771,UK,0,29,0,0,2,0,0,151214,0,3,Debit Card,1404,1
5347,5689953,SUNIA,638,UK,0,32,13,86495.8,1,1,0,163717,0,2,Elite Card,1195,1
5348,5663733,KOVNER,605,USA,1,26,14,0,1,0,1,136750,1,4,Debit Card,670,0
5349,5721752,CRAGAN,579,Israel,0,47,0,100794.2,1,1,0,262943,1,1,Debit Card,1700,0
5350,5568859,CLOTFELTER,697,Israel,0,41,0,68420.1,2,1,1,191150,0,3,Titanium Card,1231,1
5351,5648956,SWAFFORD,574,UK,0,59,8,76015.8,2,1,1,106750,1,4,Gold Card,940,0
5352,5679744,FOLLETTE,615,Israel,1,33,14,82818.1,1,1,1,166777,0,3,Debit Card,856,1
5353,5676546,JEGEDE,780,UK,1,32,13,0,2,1,1,212634,0,2,Gold Card,1072,1
5354,5783071,CORPMAN,659,USA,0,31,12,53523.4,1,1,0,109018,1,4,Titanium Card,1174,0
5355,5797630,SAROSI,744,UK,0,34,11,116984.8,1,1,1,259249,0,1,Titanium Card,1263,1
5356,5774289,MELUM,550,UK,0,19,7,88096.2,1,1,0,237129,0,2,Titanium Card,1292,1
5357,5657068,MATHNA,930,Israel,0,43,10,91274,1,1,1,252276,1,3,Titanium Card,1213,0
5358,5691838,MONTOUTE,386,Israel,0,32,7,88866.4,2,1,1,109425,0,2,Debit Card,1141,1
5359,5797151,RACADIO,695,UK,0,31,15,0,2,1,0,72567,0,3,Titanium Card,1530,1
5360,5803050,SAULSBURY,685,Israel,1,43,11,78460.7,1,1,1,34703,1,4,Titanium Card,1174,0
5361,5661411,FRITTS,656,UK,1,44,9,0,2,1,0,98513,0,2,Titanium Card,1616,1
5362,5719776,OLESH,674,UK,1,41,0,0,2,1,0,256015,0,1,Gold Card,807,1
5363,5780048,PINNELL,760,Israel,0,31,13,88799.8,2,1,1,41050,0,4,Elite Card,1725,1
5364,5664450,LICCIARDI,821,USA,1,41,6,90337.7,3,1,1,228719,1,5,Debit Card,1534,0
5365,5704662,STULPIN,859,Israel,1,30,13,84769.4,2,0,1,158075,0,1,Debit Card,619,1
5366,5775269,DAVIDEK,596,USA,1,32,3,0,2,1,1,72284,0,4,Gold Card,822,1
5367,5813506,DEMARTINO,759,Israel,1,48,14,33005.9,3,1,1,150486,0,3,Elite Card,411,1
5368,5743877,BARTOSIEWICZ,670,UK,0,32,11,0,1,1,1,98485,0,5,Elite Card,824,1
5369,5747110,GESSE,522,UK,1,53,8,50034.3,1,0,0,26523,1,3,Gold Card,763,0
5370,5676083,CIUFO,603,USA,1,46,1,82616.8,1,0,0,167013,1,4,Elite Card,1170,0
5371,5728924,ULTRERAS,711,UK,0,31,13,0,2,0,1,201237,1,1,Titanium Card,1486,0
5372,5580773,SPONAUGLE,774,UK,1,32,6,102546.4,1,1,0,118764,1,2,Gold Card,1695,0
5373,5690625,AMDOR,598,USA,1,31,2,0,2,1,1,124655,0,3,Debit Card,1666,1
5374,5709938,PISO,791,USA,1,23,7,0,2,0,1,95863,0,2,Gold Card,1670,1
5375,5608229,GIALLONARDO,577,USA,0,28,3,46945.2,1,0,1,136344,0,3,Titanium Card,786,1
5376,5706765,MUCCIACCIARO,743,USA,1,33,0,74323.3,1,1,1,114114,0,5,Titanium Card,1411,1
5377,5603488,MATTIS,928,USA,1,45,7,97562.7,1,0,1,155853,0,4,Gold Card,1750,1
5378,5673902,FERGUS,626,UK,1,67,7,107027.3,2,1,1,213335,0,5,Debit Card,1504,1
5379,5722890,BICHSEL,657,Israel,0,24,14,86849.5,2,1,0,221299,0,5,Gold Card,1646,1
5380,5732365,GRABY,672,UK,1,25,4,65995.3,1,1,1,253734,0,3,Titanium Card,820,1
5381,5769020,MANTAS,935,USA,1,31,0,0,2,1,0,211863,0,3,Debit Card,1552,1
5382,5665257,KHA,814,Israel,1,26,12,94551.6,2,1,1,224188,0,3,Elite Card,530,1
5383,5591013,KOUYOUMJIAN,681,UK,0,35,10,73369.6,1,1,1,130426,0,1,Debit Card,1224,1
5384,5586452,HERRADOR,529,UK,1,37,6,0,2,1,1,265388,0,4,Titanium Card,1120,1
5385,5680621,CARDONI,809,USA,0,35,8,0,1,1,0,60536,0,3,Titanium Card,1761,1
5386,5683231,MARZOLA,878,Israel,1,45,2,65392.1,1,0,1,40030,1,2,Gold Card,418,0
5387,5670192,BERGDORF,633,UK,1,38,14,78878.2,4,0,0,118054,1,2,Titanium Card,1641,0
5388,5624260,GOATEE,635,USA,0,18,1,0,2,1,0,264245,0,4,Elite Card,734,1
5389,5671553,WALCZAK,542,Israel,0,46,13,66516.3,1,0,0,7344,1,4,Debit Card,399,0
5390,5683895,DIGANGI,785,UK,0,24,1,0,2,0,0,172348,0,1,Gold Card,835,1
5391,5575077,LAQUAGLIA,777,UK,0,47,4,0,3,0,0,138330,1,5,Debit Card,1220,0
5392,5734001,COMEAUX,739,USA,1,21,5,89204.4,2,1,0,9376,0,3,Elite Card,958,1
5393,5710089,MUCZYNSKI,705,USA,0,51,4,0,2,1,0,64528,1,6,Elite Card,982,0
5394,5765298,SFERRAZZA,818,UK,1,34,7,83328.9,2,1,1,41322,0,4,Elite Card,1488,1
5395,5670034,MADAY,611,USA,1,35,3,105081.7,1,1,1,180681,0,2,Elite Card,1581,1
5396,5641149,BRUNICK,611,Israel,1,41,3,84074.4,1,0,1,200941,0,2,Gold Card,447,1
5397,5691469,SPORTS,550,UK,1,39,13,107767.6,2,1,1,197630,0,2,Debit Card,1162,1
5398,5638907,EXAVIER,728,UK,1,44,9,95238,2,0,0,57029,0,6,Elite Card,939,1
5399,5650781,SPECIAL,885,Israel,0,37,2,74067.3,1,1,1,42216,1,3,Gold Card,1008,0
5400,5629681,WOLLMANN,723,USA,1,34,4,68612.3,1,1,1,68939,0,5,Elite Card,1617,1
5401,5645205,BOECK,781,UK,0,29,3,0,2,1,0,284293,0,3,Debit Card,752,1
5402,5599980,DIMMETTE,712,UK,1,56,5,0,2,1,0,255722,0,2,Elite Card,1051,1
5403,5746551,MERRICK,912,UK,0,39,11,0,2,1,0,142268,0,3,Elite Card,1173,1
5404,5734395,TSANG,561,USA,0,24,11,83510.4,1,1,1,241879,0,4,Elite Card,1531,1
5405,5802997,MOELLENKAMP,664,UK,1,35,10,55000.2,1,1,1,172891,0,4,Debit Card,1084,1
5406,5594152,CASTENEDA,579,Israel,0,67,4,117169.9,2,1,1,91082,0,1,Titanium Card,1596,1
5407,5594765,MCLAUD,607,UK,1,55,4,72924.9,1,0,0,182048,0,4,Elite Card,1206,1
5408,5716160,TEWARI,568,UK,1,35,14,66962.2,2,0,1,152540,0,3,Gold Card,1299,1
5409,5639608,CRAMSIE,722,USA,1,50,8,55401.8,2,1,1,81199,0,3,Titanium Card,860,1
5410,5692668,CHALCRAFT,675,USA,0,32,2,0,1,1,1,15999,0,1,Elite Card,1350,1
5411,5724564,CORRADINI,685,UK,1,28,15,0,2,1,0,61841,0,3,Gold Card,534,1
5412,5813920,DESGRANGE,598,UK,0,36,14,0,2,1,0,16069,0,3,Elite Card,1292,1
5413,5707950,MILLSTONE,808,UK,1,41,2,76860.2,1,0,0,148369,1,2,Debit Card,1260,0
5414,5589614,BARB,746,UK,0,48,5,0,2,1,0,295803,0,5,Titanium Card,706,1
5415,5601994,FORMANSKI,485,UK,0,43,10,93465.1,2,1,0,226080,0,5,Elite Card,1746,1
5416,5747295,FINNEN,801,UK,0,23,2,70163.6,1,0,1,112170,0,1,Elite Card,890,1
5417,5810580,MIDDLESWART,603,UK,0,51,3,0,2,0,1,119066,0,4,Elite Card,426,1
5418,5663273,JUDAY,622,UK,1,37,4,0,2,1,1,13145,0,1,Elite Card,1483,1
5419,5652976,BALKEY,637,Israel,1,26,11,94864.1,1,0,1,265669,0,2,Titanium Card,1504,1
5420,5594584,FIRLE,719,USA,1,59,11,66064.9,1,1,1,127524,1,3,Elite Card,1480,0
5421,5585199,STEFANAC,746,UK,0,31,13,114046.3,2,1,1,133034,0,3,Debit Card,1329,1
5422,5758641,CLUMPNER,607,UK,1,29,12,0,2,0,0,143978,0,4,Titanium Card,645,1
5423,5729716,DOMINGUES,631,UK,1,22,6,68349.3,1,1,1,250189,0,3,Gold Card,885,1
5424,5750564,ZEZULA,786,UK,1,29,14,0,2,1,1,103096,0,2,Gold Card,1681,1
5425,5568013,FARBSTEIN,658,Israel,1,47,4,95594,1,0,0,220336,1,3,Gold Card,1020,0
5426,5597094,ROBINS,698,Israel,0,35,3,70681.8,2,0,0,223091,0,2,Titanium Card,1681,1
5427,5699780,VELDKAMP,725,USA,0,27,0,0,1,1,0,64701,0,4,Titanium Card,1408,1
5428,5675529,MCDURMON,572,Israel,0,31,5,85973.5,2,1,1,60477,0,4,Titanium Card,1191,1
5429,5623935,KIEGER,497,UK,0,33,3,0,2,1,0,146450,0,4,Titanium Card,741,1
5430,5798987,SHUMAKE,700,UK,0,43,8,0,2,1,0,97603,0,6,Gold Card,1684,1
5431,5746862,HANNESSON,697,UK,0,18,3,0,2,1,0,249502,0,4,Gold Card,1126,1
5432,5584446,ILLINGWORTH,687,UK,0,18,5,84295.1,1,1,0,182856,0,5,Debit Card,480,1
5433,5617801,KFOURY,640,USA,0,44,6,0,1,1,1,262853,0,3,Debit Card,396,1
5434,5642248,ACCORDINO,663,UK,1,35,2,84840.9,1,1,0,84277,0,3,Debit Card,705,1
5435,5639581,BECCARIA,748,USA,0,38,12,0,2,1,0,197437,0,1,Gold Card,939,1
5436,5810079,GATWOOD,732,UK,0,40,15,0,1,1,0,228484,0,5,Gold Card,1004,1
5437,5813094,MACIEL,790,UK,0,36,6,0,2,0,0,248761,0,2,Gold Card,843,1
5438,5734070,SHULTS,549,Israel,1,32,12,48987.4,1,1,1,265038,0,4,Gold Card,1228,1
5439,5634614,GILLECE,635,UK,1,40,12,107010.2,1,1,0,182856,0,3,Titanium Card,1677,1
5440,5583757,MENDIVE,759,Israel,1,51,15,99683.6,2,1,0,185495,0,2,Debit Card,1436,1
5441,5807997,POPPENS,716,Israel,1,38,0,111015.2,1,0,0,179466,1,3,Titanium Card,1501,0
5442,5604004,DEGUIA,820,UK,1,31,9,90357.7,1,1,0,100237,0,5,Gold Card,494,1
5443,5661706,BARTELS,713,Israel,1,41,10,80321.1,1,0,0,142312,1,2,Titanium Card,598,0
5444,5591132,VONHATTEN,729,USA,0,37,0,68947.5,1,0,1,114457,0,4,Elite Card,897,1
5445,5642899,GOFFARD,688,UK,0,35,6,90439.2,2,0,1,59632,0,2,Debit Card,1624,1
5446,5779756,CRACCO,516,UK,1,34,2,0,2,1,1,270213,0,2,Gold Card,836,1
5447,5786621,HERZBERG,637,UK,1,22,0,127601.9,2,1,0,124857,0,4,Debit Card,576,1
5448,5796260,RIGOLI,806,Israel,1,54,8,63002.9,1,0,1,7618,0,1,Gold Card,1548,1
5449,5719580,VOLLEN,658,Israel,1,40,14,84098.6,1,0,1,198637,1,1,Titanium Card,1472,0
5450,5593564,WAAS,646,UK,0,43,12,0,1,1,1,163586,0,1,Titanium Card,1692,1
5451,5580767,CHECHILE,801,UK,1,36,12,0,2,1,0,173514,0,4,Debit Card,748,1
5452,5658058,GUDMUNSON,665,UK,1,38,6,58416,2,1,0,224101,0,1,Elite Card,850,1
5453,5798646,NEGRE,535,UK,1,46,0,102465,2,0,0,134837,1,3,Debit Card,631,0
5454,5645129,LEEKA,707,UK,1,31,1,0,2,0,0,123751,0,5,Gold Card,588,1
5455,5756276,KUZMIN,691,UK,0,46,12,0,1,1,0,9625,0,2,Gold Card,1671,1
5456,5726889,VISGER,868,Israel,0,42,0,77724,1,1,0,284143,1,1,Gold Card,1592,0
5457,5755393,NUMMY,657,Israel,1,32,7,89643.1,2,1,0,268250,0,4,Debit Card,742,1
5458,5727003,GREMORE,817,Israel,1,61,10,55338.9,1,1,1,64149,0,3,Gold Card,1790,1
5459,5790383,NEWHOUSE,671,USA,0,38,9,75756.8,1,1,0,136324,0,2,Debit Card,1102,1
5460,5619474,HUXLEY,585,USA,0,30,0,0,2,1,0,120928,0,5,Debit Card,1369,1
5461,5669483,KEHNE,706,Israel,1,42,2,81701.7,2,0,1,180969,0,2,Titanium Card,1440,1
5462,5591226,PERROS,540,USA,1,36,2,79266.3,2,0,0,62114,0,1,Titanium Card,627,1
5463,5694960,FORGET,654,UK,0,29,0,66475.9,1,0,0,168476,0,1,Titanium Card,692,1
5464,5752020,BAGWELL,756,UK,0,37,11,0,1,0,0,228192,0,1,Elite Card,1238,1
5465,5797308,KOLACEK,554,UK,1,35,10,89472.1,1,0,1,266505,0,3,Gold Card,616,1
5466,5795343,STAMOUR,697,Israel,1,32,15,57271.1,3,1,0,283739,0,2,Debit Card,1684,1
5467,5613236,FULENWIDER,944,Israel,1,22,8,91809.5,1,0,1,239105,0,1,Titanium Card,1465,1
5468,5581648,MOUSSAVI,669,USA,0,24,5,107185.3,1,1,1,224304,0,4,Elite Card,735,1
5469,5739329,WOODRICK,649,UK,1,45,13,0,2,1,1,233239,0,3,Gold Card,422,1
5470,5679903,GWILT,695,UK,0,18,1,0,2,0,0,37270,0,1,Debit Card,1480,1
5471,5737739,RUPERTUS,600,UK,0,18,1,68390.6,2,1,1,173081,0,4,Debit Card,1401,1
5472,5624911,LUDES,763,Israel,1,35,11,68370.8,2,1,0,257956,1,2,Debit Card,1630,0
5473,5805079,KEILEN,483,Israel,1,46,11,84515,1,0,1,189159,0,3,Titanium Card,579,1
5474,5596882,LEWELLING,875,Israel,1,43,0,105582.2,1,1,1,42342,0,5,Elite Card,1106,1
5475,5697589,MCBROOM,748,UK,1,38,14,0,2,1,0,207170,0,3,Debit Card,1249,1
5476,5748901,ROMAS,670,Israel,0,39,3,94618.1,1,1,1,64528,0,5,Gold Card,537,1
5477,5724965,FRIX,875,USA,0,38,3,73251.2,2,1,0,125417,1,3,Debit Card,1491,0
5478,5804062,HESTERMANN,748,UK,1,42,7,0,2,1,1,178295,0,4,Gold Card,840,1
5479,5775486,PRUNIER,694,Israel,0,36,7,74246.5,2,1,1,137921,0,1,Elite Card,1080,1
5480,5650271,SPIELER,590,USA,1,33,7,77979.6,1,0,0,141733,0,1,Gold Card,742,1
5481,5660276,DELOREY,784,Israel,0,41,11,91153,2,0,0,70587,0,3,Titanium Card,1371,1
5482,5607693,GALIK,616,Israel,0,46,8,101390.8,1,0,1,67079,1,4,Elite Card,1711,0
5483,5644192,CALIRI,585,USA,1,50,1,0,2,1,0,261717,0,1,Titanium Card,706,1
5484,5666276,FORSLAND,538,USA,0,32,10,84859.5,1,0,0,68417,0,5,Gold Card,422,1
5485,5596951,ASTRACHAN,829,Israel,1,45,14,79901.3,1,0,0,110780,1,3,Elite Card,1333,0
5486,5754032,FAUNCE,641,USA,1,39,15,0,2,1,1,294776,0,5,Elite Card,958,1
5487,5785636,OLAS,760,USA,0,34,14,0,2,0,1,139372,0,3,Titanium Card,1724,1
5488,5800041,RIECHERS,754,UK,0,26,15,0,1,1,1,47059,0,4,Debit Card,800,1
5489,5628548,KULIKOV,457,UK,0,25,7,78122.5,1,1,1,164600,0,2,Debit Card,1218,1
5490,5705386,BODINE,691,UK,0,31,4,86605.1,1,0,1,54125,0,2,Gold Card,1642,1
5491,5723228,RADLER,744,USA,0,69,4,0,2,0,1,282653,0,4,Debit Card,1754,1
5492,5641175,ELSE,661,Israel,0,38,3,96924.9,2,1,1,254944,1,2,Titanium Card,1142,0
5493,5569355,ASSMAN,770,UK,1,38,15,83077.5,1,1,1,103981,0,3,Elite Card,1339,1
5494,5682549,SCHLEPP,688,UK,1,28,12,0,2,1,0,54218,0,1,Titanium Card,1519,1
5495,5644630,KRZYZEWSKI,335,USA,0,44,9,63872.1,1,0,0,206553,1,1,Debit Card,1095,0
5496,5602938,DANKE,749,UK,0,25,0,0,2,1,0,107391,0,3,Titanium Card,688,1
5497,5644314,SARKOZI,653,UK,0,32,11,0,2,0,1,98348,0,2,Elite Card,1106,1
5498,5711321,SHOUGH,746,USA,1,28,7,78101.5,1,0,0,152742,0,5,Gold Card,1272,1
5499,5728282,AUDIRSCH,523,UK,0,34,2,70833.8,1,0,0,59319,0,3,Debit Card,1436,1
5500,5650384,LIMARDO,870,Israel,0,24,13,74558.5,2,1,1,166208,0,1,Gold Card,937,1
5501,5642593,SPINOSI,749,UK,0,56,15,64682.1,1,1,1,3252,0,4,Debit Card,897,1
5502,5798086,COLLADA,644,UK,0,26,5,91791.8,1,1,0,285100,0,1,Gold Card,896,1
5503,5815984,ERLANGER,689,USA,0,48,13,75565.7,1,1,1,116683,0,5,Elite Card,732,1
5504,5632700,CALDARONE,688,USA,0,32,9,81406.5,1,1,1,191481,0,4,Elite Card,550,1
5505,5627142,STINEBISER,858,UK,0,25,0,80301.6,2,0,0,119404,0,3,Gold Card,1275,1
5506,5802483,BROTHERS,574,UK,0,56,8,0,2,1,1,120928,0,6,Elite Card,1530,1
5507,5697969,BAYENS,614,USA,1,24,0,43874.9,2,0,1,240519,0,3,Elite Card,1740,1
5508,5577114,MASLAK,631,USA,0,49,7,36285.6,1,1,0,164458,1,4,Elite Card,1162,0
5509,5568210,KNOERR,654,UK,1,69,10,0,2,1,1,1915,0,1,Titanium Card,649,1
5510,5747502,NELSON,605,UK,0,36,12,0,2,1,0,74062,0,3,Elite Card,534,1
5511,5638045,VERKLER,681,Israel,1,41,13,95519.7,2,1,0,47371,1,3,Elite Card,1645,0
5512,5716468,FEGGANS,641,Israel,0,22,2,69231.1,1,1,0,30841,0,2,Titanium Card,404,1
5513,5654706,OLAECHEA,619,UK,1,35,11,83460.6,1,0,1,126877,0,3,Titanium Card,1047,1
5514,5695422,SUSS,697,UK,0,29,13,0,2,0,1,22870,0,2,Elite Card,547,1
5515,5774106,DENUYL,726,UK,1,65,11,25560,1,1,0,48911,1,3,Titanium Card,966,0
5516,5744333,KUCER,544,Israel,1,24,2,82535.3,2,1,1,233770,0,1,Elite Card,1448,1
5517,5571283,LOUGHERY,593,UK,1,38,6,64434,1,1,1,4849,0,2,Gold Card,1278,1
5518,5729795,PICCOLOMINI,442,UK,0,40,8,0,2,1,0,266502,0,3,Titanium Card,912,1
5519,5580217,ZITZKA,727,UK,0,42,13,0,2,0,0,201662,0,3,Elite Card,1596,1
5520,5786113,LICK,769,UK,0,35,5,88824.8,1,1,0,166549,1,1,Gold Card,1015,0
5521,5650820,MAHAY,585,UK,1,61,10,94736.9,1,1,1,67821,0,1,Debit Card,555,1
5522,5702837,BRACHE,806,UK,1,46,3,110743.6,1,1,0,100812,0,2,Elite Card,602,1
5523,5688649,GRAESE,847,UK,1,38,2,54046.9,2,1,0,121478,0,4,Elite Card,932,1
5524,5627340,RITLAND,771,UK,0,36,8,0,1,1,1,251359,0,3,Titanium Card,1459,1
5525,5655761,LAMOUR,666,UK,0,59,2,82557,2,0,1,240165,0,5,Debit Card,400,1
5526,5783782,HASSANEIN,595,UK,1,51,6,82267.6,2,1,1,191737,0,5,Debit Card,435,1
5527,5774554,SCHAUPP,543,Israel,1,58,13,112918.2,1,1,1,185302,0,1,Elite Card,1170,1
5528,5689902,FRADETTE,794,UK,0,31,15,86676.8,1,1,1,62392,0,1,Gold Card,1659,1
5529,5756451,FAFORD,634,UK,1,30,13,0,2,0,1,146442,0,3,Elite Card,1476,1
5530,5814633,THURINGER,692,UK,0,30,7,89290.7,2,1,0,137039,0,2,Debit Card,1549,1
5531,5737173,BLAUSTEIN,600,UK,0,38,11,76362.2,1,1,1,146632,0,5,Titanium Card,1102,1
5532,5697733,LOCKERBY,661,UK,1,32,6,79863.1,1,0,0,273792,0,6,Gold Card,1232,1
5533,5603823,SERIE,715,UK,0,32,0,0,2,1,1,214434,0,5,Elite Card,532,1
5534,5675040,GIANNESCHI,605,USA,0,38,4,0,1,1,0,16183,0,1,Gold Card,1404,1
5535,5680065,WOODWYK,609,UK,1,27,12,0,2,0,1,195691,0,4,Titanium Card,1249,1
5536,5695280,VANDONGE,681,Israel,0,22,9,104759.3,3,1,0,286491,1,4,Elite Card,1771,0
5537,5795992,CARDEA,685,USA,1,42,13,0,2,1,1,239195,0,2,Gold Card,550,1
5538,5735643,ROWNEY,496,Israel,0,34,6,91155.5,1,1,1,86383,0,5,Titanium Card,1189,1
5539,5687321,FRAIDE,718,Israel,0,36,4,54998.8,2,0,0,60656,0,6,Gold Card,486,1
5540,5790860,MAYDEN,632,USA,0,40,8,101276.6,1,0,0,84689,0,3,Elite Card,526,1
5541,5607314,SHACKLEFORD,757,UK,1,47,13,53394,1,1,0,59880,1,6,Debit Card,709,0
5542,5567123,RUTH,543,USA,0,60,10,55826.2,1,0,1,223197,0,3,Gold Card,1587,1
5543,5666828,EMENHISER,733,UK,0,32,10,120777.6,1,1,1,95605,1,4,Elite Card,1699,0
5544,5587672,SENCHUK,777,UK,0,38,15,87059.2,1,1,1,232496,0,3,Gold Card,522,1
5545,5650941,CARNETT,461,UK,1,36,9,0,2,1,0,52165,0,1,Titanium Card,876,1
5546,5807104,DEYETTE,693,Israel,0,36,7,62751.1,1,0,0,140577,0,2,Elite Card,1800,1
5547,5635373,STAROBIN,772,UK,0,41,15,0,2,1,0,199668,0,1,Debit Card,1627,1
5548,5715426,GARBISON,754,UK,0,41,13,98697.1,1,1,0,263219,1,2,Titanium Card,555,0
5549,5640585,SEBALLOS,752,UK,0,33,1,0,2,1,0,144,0,4,Titanium Card,1264,1
5550,5568039,KOSH,746,USA,0,39,0,0,2,1,0,46207,0,3,Titanium Card,734,1
5551,5778096,KILLPATRICK,734,UK,1,43,0,112110.6,1,0,1,295790,0,2,Debit Card,404,1
5552,5801807,TASCHEREAU,586,Israel,0,18,7,48557,2,1,0,145188,0,3,Titanium Card,872,1
5553,5653249,NARBUT,677,UK,1,49,3,0,2,1,0,199079,0,3,Titanium Card,1623,1
5554,5652941,VYSE,653,Israel,1,38,10,82141.4,2,1,1,168235,0,1,Elite Card,1765,1
5555,5784866,TUITE,615,USA,0,37,14,0,2,1,1,57023,0,5,Elite Card,1134,1
5556,5573774,LUNDY,591,USA,1,29,6,0,2,1,1,246028,0,3,Debit Card,454,1
5557,5709354,VELTHOUSE,653,UK,0,42,6,79667.9,2,1,0,70162,0,3,Debit Card,562,1
5558,5705869,CAPRETTI,757,Israel,1,47,3,96367.2,2,1,1,284496,0,5,Titanium Card,1720,1
5559,5645785,YACULLO,676,Israel,1,34,1,84486.3,1,1,1,39159,1,2,Debit Card,789,0
5560,5731229,POITRA,874,Israel,0,40,7,79989.4,1,1,0,287302,1,1,Gold Card,590,0
5561,5632528,DAVALL,539,UK,1,33,4,0,1,1,0,238406,0,1,Debit Card,464,1
5562,5584603,HIRAO,862,USA,0,46,2,0,1,1,1,37833,1,5,Gold Card,904,0
5563,5614558,GIANNANDREA,690,USA,0,40,1,80993.4,1,1,1,43945,0,5,Elite Card,1490,1
5564,5725029,RODNEY,564,USA,1,42,13,61265.2,1,1,0,81591,0,1,Debit Card,1645,1
5565,5700964,VERNACCHIO,565,USA,0,35,5,92962.5,2,1,0,13851,0,6,Debit Card,760,1
5566,5637139,RIERSON,693,Israel,0,36,14,96641.3,1,0,1,40195,0,3,Debit Card,1033,1
5567,5796753,HASLETT,674,Israel,0,46,5,84027.3,1,0,1,17695,0,6,Gold Card,1659,1
5568,5788459,VISK,693,Israel,1,24,5,46306,2,1,1,192691,0,5,Titanium Card,1650,1
5569,5596017,BRULEY,751,UK,0,29,13,132225.8,2,1,1,21417,0,5,Titanium Card,1783,1
5570,5702082,MAHOSKY,786,UK,0,37,15,0,2,1,0,70217,0,4,Gold Card,1288,1
5571,5647834,BOLDA,539,Israel,1,35,0,72797.8,3,1,0,164089,1,1,Titanium Card,951,0
5572,5709912,ECKES,681,USA,0,39,9,89445.7,3,1,0,5949,1,4,Titanium Card,1598,0
5573,5614829,WEITNAUER,553,UK,1,32,6,0,1,1,1,94760,0,4,Gold Card,439,1
5574,5630024,GUILLIAM,647,UK,0,19,1,0,1,1,0,99550,0,1,Gold Card,861,1
5575,5764224,NARBY,485,USA,1,30,5,0,2,1,1,24412,0,6,Debit Card,1648,1
5576,5784164,DAUM,645,UK,0,44,2,0,2,1,1,270830,0,1,Debit Card,735,1
5577,5636910,IRISH,558,Israel,0,61,10,80066.9,1,1,0,161344,1,2,Elite Card,1515,0
5578,5727189,BJERKEN,674,UK,0,63,8,0,1,1,1,151412,0,1,Elite Card,1688,1
5579,5728124,VANLUVANEE,688,USA,0,54,10,0,2,1,0,165345,0,1,Elite Card,1580,1
5580,5579017,SHAEFFER,696,USA,1,20,2,0,2,0,0,213497,0,2,Gold Card,840,1
